year,month,route,destination_airport,total_flight_count,total_paid_passenger_count,carrier_count,lcc_carrier_count,lcc_share,passengers_per_flight
2024,6,ICN-OKJ,OKJ,0.0,2407.0,1,0,0.0,0
2024,6,ICN-SDJ,SDJ,0.0,7497.0,1,0,0.0,0
2024,6,ICN-TAK,TAK,0.0,10490.0,1,2,2.0,0
2024,6,ICN-YGJ,YGJ,0.0,4296.0,1,2,2.0,0
2024,7,ICN-AOJ,AOJ,0.0,3099.0,1,0,0.0,0
2024,7,ICN-CTS,CTS,0.0,148288.0,7,8,1.1429,0
2024,7,ICN-FSZ,FSZ,0.0,9411.0,1,2,2.0,0
2024,7,ICN-FUK,FUK,0.0,272345.0,8,10,1.25,0
2024,7,ICN-HIJ,HIJ,0.0,17457.0,1,2,2.0,0
2024,7,ICN-HND,HND,0.0,25374.0,3,2,0.6667,0
2024,7,ICN-KIJ,KIJ,0.0,2521.0,1,0,0.0,0
2024,7,ICN-KIX,KIX,0.0,334386.0,9,11,1.2222,0
2024,7,ICN-KKJ,KKJ,0.0,10461.0,1,0,0.0,0
2024,7,ICN-KMI,KMI,0.0,3186.0,1,0,0.0,0
2024,7,ICN-KMJ,KMJ,0.0,8552.0,1,2,2.0,0
2024,7,ICN-KOJ,KOJ,0.0,2457.0,1,0,0.0,0
2024,7,ICN-MYJ,MYJ,0.0,15741.0,1,2,2.0,0
2024,7,ICN-NGO,NGO,0.0,73988.0,4,2,0.5,0
2024,7,ICN-NRT,NRT,0.0,389267.0,13,14,1.0769,0
2024,7,ICN-OIT,OIT,0.0,6483.0,1,2,2.0,0
2024,7,ICN-OKA,OKA,0.0,61262.0,6,6,1.0,0
2024,7,ICN-OKJ,OKJ,0.0,2415.0,1,0,0.0,0
2024,7,ICN-SDJ,SDJ,0.0,7474.0,1,0,0.0,0
2024,7,ICN-TAK,TAK,0.0,14542.0,2,2,1.0,0
2024,7,ICN-YGJ,YGJ,0.0,4335.0,1,2,2.0,0
2024,8,ICN-AOJ,AOJ,0.0,3104.0,1,0,0.0,0
2024,8,ICN-CTS,CTS,0.0,150223.0,7,8,1.1429,0
2024,8,ICN-FSZ,FSZ,0.0,9295.0,1,2,2.0,0
2024,8,ICN-FUK,FUK,0.0,247032.0,8,10,1.25,0
2024,8,ICN-HIJ,HIJ,0.0,16999.0,1,2,2.0,0
2024,8,ICN-HND,HND,0.0,22598.0,3,2,0.6667,0
2024,8,ICN-KIJ,KIJ,0.0,2638.0,1,0,0.0,0
2024,8,ICN-KIX,KIX,0.0,309338.0,9,12,1.3333,0
2024,8,ICN-KKJ,KKJ,0.0,11872.0,1,0,0.0,0
2024,8,ICN-KMI,KMI,0.0,2947.0,1,0,0.0,0
2024,8,ICN-KMJ,KMJ,0.0,8163.0,1,2,2.0,0
2024,8,ICN-KOJ,KOJ,0.0,2212.0,1,0,0.0,0
2024,8,ICN-MYJ,MYJ,0.0,15274.0,1,2,2.0,0
2024,8,ICN-NGO,NGO,0.0,76107.0,4,2,0.5,0
2024,8,ICN-NRT,NRT,0.0,369651.0,13,18,1.3846,0
2024,8,ICN-OIT,OIT,0.0,5656.0,1,2,2.0,0
2024,8,ICN-OKA,OKA,0.0,60488.0,6,6,1.0,0
2024,8,ICN-OKJ,OKJ,0.0,3946.0,1,0,0.0,0
2024,8,ICN-SDJ,SDJ,0.0,8342.0,1,0,0.0,0
2024,8,ICN-TAK,TAK,0.0,15879.0,2,2,1.0,0
2024,8,ICN-YGJ,YGJ,0.0,4072.0,1,2,2.0,0
2024,9,ICN-AOJ,AOJ,0.0,2612.0,1,0,0.0,0
2024,9,ICN-CTS,CTS,0.0,110339.0,7,6,0.8571,0
2024,9,ICN-FSZ,FSZ,0.0,9229.0,1,2,2.0,0
2024,9,ICN-FUK,FUK,0.0,258573.0,8,8,1.0,0
2024,9,ICN-HIJ,HIJ,0.0,16847.0,1,2,2.0,0
2024,9,ICN-HND,HND,0.0,26409.0,3,2,0.6667,0
2024,9,ICN-KIJ,KIJ,0.0,2644.0,1,0,0.0,0
2024,9,ICN-KIX,KIX,0.0,328766.0,9,14,1.5556,0
2024,9,ICN-KKJ,KKJ,0.0,7797.0,1,0,0.0,0
2024,9,ICN-KMI,KMI,0.0,3369.0,1,0,0.0,0
2024,9,ICN-KMJ,KMJ,0.0,7867.0,1,2,2.0,0
2024,9,ICN-KOJ,KOJ,0.0,5908.0,2,2,1.0,0
2024,9,ICN-MYJ,MYJ,0.0,15350.0,1,2,2.0,0
2024,9,ICN-NGO,NGO,0.0,79178.0,4,2,0.5,0
2024,9,ICN-NGS,NGS,0.0,824.0,1,0,0.0,0
2024,9,ICN-NRT,NRT,0.0,381288.0,13,14,1.0769,0
2024,9,ICN-OIT,OIT,0.0,6027.0,1,2,2.0,0
2024,9,ICN-OKA,OKA,0.0,60178.0,6,6,1.0,0
2024,9,ICN-OKJ,OKJ,0.0,4412.0,1,0,0.0,0
2024,9,ICN-SDJ,SDJ,0.0,9034.0,1,0,0.0,0
2024,9,ICN-TAK,TAK,0.0,17002.0,2,2,1.0,0
2024,9,ICN-YGJ,YGJ,0.0,4016.0,1,2,2.0,0
2024,10,ICN-AOJ,AOJ,0.0,2655.0,1,0,0.0,0
2024,10,ICN-CTS,CTS,0.0,93458.0,7,6,0.8571,0
2024,10,ICN-FSZ,FSZ,0.0,10443.0,1,2,2.0,0
2024,10,ICN-FUK,FUK,0.0,291327.0,8,11,1.375,0
2024,10,ICN-HIJ,HIJ,0.0,18486.0,1,2,2.0,0
2024,10,ICN-HND,HND,0.0,28394.0,3,2,0.6667,0
2024,10,ICN-KIJ,KIJ,0.0,2681.0,1,0,0.0,0
2024,10,ICN-KIX,KIX,0.0,383973.0,9,12,1.3333,0
2024,10,ICN-KKJ,KKJ,0.0,9765.0,1,0,0.0,0
2024,10,ICN-KMI,KMI,0.0,3752.0,1,0,0.0,0
2024,10,ICN-KMJ,KMJ,0.0,10081.0,2,2,1.0,0
2024,10,ICN-KOJ,KOJ,0.0,9138.0,2,2,1.0,0
2024,10,ICN-MYJ,MYJ,0.0,17636.0,1,2,2.0,0
2024,10,ICN-NGO,NGO,0.0,88174.0,4,2,0.5,0
2024,10,ICN-NGS,NGS,0.0,580.0,1,0,0.0,0
2024,10,ICN-NRT,NRT,0.0,428731.0,13,20,1.5385,0
2024,10,ICN-OIT,OIT,0.0,7891.0,1,2,2.0,0
2024,10,ICN-OKA,OKA,0.0,62787.0,6,6,1.0,0
2024,10,ICN-OKJ,OKJ,0.0,4628.0,1,0,0.0,0
2024,10,ICN-SDJ,SDJ,0.0,8817.0,1,0,0.0,0
2024,10,ICN-TAK,TAK,0.0,21302.0,2,2,1.0,0
2024,10,ICN-YGJ,YGJ,0.0,4298.0,1,2,2.0,0
2024,11,ICN-AOJ,AOJ,0.0,2565.0,1,0,0.0,0
2024,11,ICN-CTS,CTS,0.0,84371.0,7,6,0.8571,0
2024,11,ICN-FSZ,FSZ,0.0,16275.0,1,2,2.0,0
2024,11,ICN-FUK,FUK,0.0,288601.0,8,10,1.25,0
2024,11,ICN-HIJ,HIJ,0.0,15018.0,1,2,2.0,0
2024,11,ICN-HND,HND,0.0,27341.0,3,2,0.6667,0
2024,11,ICN-KIJ,KIJ,0.0,2773.0,1,0,0.0,0
2024,11,ICN-KIX,KIX,0.0,385021.0,9,12,1.3333,0
2024,11,ICN-KKJ,KKJ,0.0,10161.0,1,0,0.0,0
2024,11,ICN-KMI,KMI,0.0,5862.0,1,0,0.0,0
2024,11,ICN-KMJ,KMJ,0.0,14262.0,3,2,0.6667,0
2024,11,ICN-KOJ,KOJ,0.0,11808.0,2,2,1.0,0
2024,11,ICN-MYJ,MYJ,0.0,20436.0,1,2,2.0,0
2024,11,ICN-NGO,NGO,0.0,88081.0,4,2,0.5,0
2024,11,ICN-NGS,NGS,0.0,4246.0,1,0,0.0,0
2024,11,ICN-NRT,NRT,0.0,403750.0,13,13,1.0,0
2024,11,ICN-OIT,OIT,0.0,10510.0,1,2,2.0,0
2024,11,ICN-OKA,OKA,0.0,67271.0,6,6,1.0,0
2024,11,ICN-OKJ,OKJ,0.0,4331.0,1,0,0.0,0
2024,11,ICN-SDJ,SDJ,0.0,8176.0,1,0,0.0,0
2024,11,ICN-TAK,TAK,0.0,22173.0,2,2,1.0,0
2024,11,ICN-YGJ,YGJ,0.0,4430.0,1,2,2.0,0
2024,12,ICN-AOJ,AOJ,0.0,2906.0,1,0,0.0,0
2024,12,ICN-CTS,CTS,0.0,133947.0,7,6,0.8571,0
2024,12,ICN-FSZ,FSZ,0.0,18169.0,1,2,2.0,0
2024,12,ICN-FUK,FUK,0.0,297704.0,8,8,1.0,0
2024,12,ICN-HIJ,HIJ,0.0,15196.0,1,2,2.0,0
2024,12,ICN-HND,HND,0.0,24589.0,3,2,0.6667,0
2024,12,ICN-KIJ,KIJ,0.0,2847.0,1,0,0.0,0
2024,12,ICN-KIX,KIX,0.0,380649.0,9,10,1.1111,0
2024,12,ICN-KKJ,KKJ,0.0,10775.0,1,0,0.0,0
2024,12,ICN-KMI,KMI,0.0,7575.0,1,0,0.0,0
2024,12,ICN-KMJ,KMJ,0.0,21321.0,3,2,0.6667,0
2024,12,ICN-KOJ,KOJ,0.0,13695.0,2,2,1.0,0
2024,12,ICN-MYJ,MYJ,0.0,21543.0,1,2,2.0,0
2024,12,ICN-NGO,NGO,0.0,82852.0,4,2,0.5,0
2024,12,ICN-NGS,NGS,0.0,4587.0,2,1,0.5,0
2024,12,ICN-NRT,NRT,0.0,389178.0,13,14,1.0769,0
2024,12,ICN-OIT,OIT,0.0,10900.0,1,2,2.0,0
2024,12,ICN-OKA,OKA,0.0,74272.0,6,6,1.0,0
2024,12,ICN-OKJ,OKJ,0.0,3741.0,1,0,0.0,0
2024,12,ICN-SDJ,SDJ,0.0,7501.0,1,0,0.0,0
2024,12,ICN-TAK,TAK,0.0,22087.0,2,2,1.0,0
2024,12,ICN-YGJ,YGJ,0.0,4492.0,1,2,2.0,0
