base_date,year,month,day,currency_code,jpy_krw_rate,jpy_krw_change_rate_7d,jpy_krw_change_rate_30d,jpy_krw_change_rate_90d,source_file
1990-03-20,1990,3,20,JPY,457.05,-0.76,-4.0,-2.59,한국무역보험공사_환율_20230718.csv
1990-03-21,1990,3,21,JPY,451.84,-1.19,-5.16,-3.81,한국무역보험공사_환율_20230718.csv
1990-03-22,1990,3,22,JPY,451.36,-1.86,-5.26,-4.02,한국무역보험공사_환율_20230718.csv
1990-03-23,1990,3,23,JPY,450.89,-1.55,-5.67,-4.2,한국무역보험공사_환율_20230718.csv
1990-03-24,1990,3,24,JPY,453.32,-0.88,-4.99,-3.38,한국무역보험공사_환율_20230718.csv
1990-03-26,1990,3,26,JPY,449.26,-1.53,-5.73,-4.24,한국무역보험공사_환율_20230718.csv
1990-03-27,1990,3,27,JPY,447.07,-2.12,-6.83,-4.57,한국무역보험공사_환율_20230718.csv
1990-03-28,1990,3,28,JPY,443.86,-2.89,-7.26,-5.33,한국무역보험공사_환율_20230718.csv
1990-03-29,1990,3,29,JPY,441.79,-2.22,-7.52,-5.58,한국무역보험공사_환율_20230718.csv
1990-03-30,1990,3,30,JPY,447.72,-0.81,-5.77,-4.04,한국무역보험공사_환율_20230718.csv
1990-03-31,1990,3,31,JPY,442.97,-1.76,-6.68,-5.18,한국무역보험공사_환율_20230718.csv
1990-04-02,1990,4,2,JPY,439.36,-3.08,-7.12,-5.74,한국무역보험공사_환율_20230718.csv
1990-04-03,1990,4,3,JPY,442.09,-1.6,-6.1,-5.22,한국무역보험공사_환율_20230718.csv
1990-04-04,1990,4,4,JPY,441.83,-1.17,-5.89,-5.69,한국무역보험공사_환율_20230718.csv
1990-04-06,1990,4,6,JPY,448.67,1.08,-4.04,-3.97,한국무역보험공사_환율_20230718.csv
1990-04-07,1990,4,7,JPY,448.07,1.42,-4.03,-4.16,한국무역보험공사_환율_20230718.csv
1990-04-09,1990,4,9,JPY,452.95,1.17,-1.81,-3.37,한국무역보험공사_환율_20230718.csv
1990-04-10,1990,4,10,JPY,447.12,0.94,-3.07,-4.48,한국무역보험공사_환율_20230718.csv
1990-04-11,1990,4,11,JPY,448.89,2.17,-2.7,-4.62,한국무역보험공사_환율_20230718.csv
1990-04-12,1990,4,12,JPY,446.4,0.97,-4.29,-4.98,한국무역보험공사_환율_20230718.csv
1990-04-13,1990,4,13,JPY,446.38,1.03,-3.57,-5.18,한국무역보험공사_환율_20230718.csv
1990-04-14,1990,4,14,JPY,445.32,-0.75,-4.05,-5.45,한국무역보험공사_환율_20230718.csv
1990-04-16,1990,4,16,JPY,443.64,-0.99,-4.01,-6.71,한국무역보험공사_환율_20230718.csv
1990-04-17,1990,4,17,JPY,442.78,-2.25,-3.85,-6.59,한국무역보험공사_환율_20230718.csv
1990-04-18,1990,4,18,JPY,441.66,-1.22,-3.41,-7.38,한국무역보험공사_환율_20230718.csv
1990-04-19,1990,4,19,JPY,445.78,-0.69,-3.07,-6.59,한국무역보험공사_환율_20230718.csv
1990-04-20,1990,4,20,JPY,450.64,0.95,-1.6,-4.79,한국무역보험공사_환율_20230718.csv
1990-04-21,1990,4,21,JPY,447.68,0.29,-2.11,-5.16,한국무역보험공사_환율_20230718.csv
1990-04-23,1990,4,23,JPY,448.39,0.69,-1.72,-5.01,한국무역보험공사_환율_20230718.csv
1990-04-24,1990,4,24,JPY,446.55,0.66,-2.23,-3.73,한국무역보험공사_환율_20230718.csv
1990-04-25,1990,4,25,JPY,443.91,0.26,-2.87,-5.16,한국무역보험공사_환율_20230718.csv
1990-04-26,1990,4,26,JPY,445.36,0.84,-1.43,-6.32,한국무역보험공사_환율_20230718.csv
1990-04-27,1990,4,27,JPY,443.29,-0.56,-1.79,-5.93,한국무역보험공사_환율_20230718.csv
1990-04-28,1990,4,28,JPY,443.82,-1.51,-1.57,-5.72,한국무역보험공사_환율_20230718.csv
1990-04-30,1990,4,30,JPY,443.61,-0.91,-2.14,-6.11,한국무역보험공사_환율_20230718.csv
1990-05-01,1990,5,1,JPY,444.14,-0.95,-1.14,-5.29,한국무역보험공사_환율_20230718.csv
1990-05-03,1990,5,3,JPY,447.43,0.2,0.08,-4.78,한국무역보험공사_환율_20230718.csv
1990-05-04,1990,5,4,JPY,446.17,0.51,0.52,-4.97,한국무역보험공사_환율_20230718.csv
1990-05-07,1990,5,7,JPY,445.86,0.11,0.92,-4.95,한국무역보험공사_환율_20230718.csv
1990-05-08,1990,5,8,JPY,447.09,0.86,-0.14,-4.6,한국무역보험공사_환율_20230718.csv
1990-05-09,1990,5,9,JPY,450.17,1.43,1.63,-3.94,한국무역보험공사_환율_20230718.csv
1990-05-10,1990,5,10,JPY,452.22,1.94,2.93,-3.84,한국무역보험공사_환율_20230718.csv
1990-05-11,1990,5,11,JPY,454.32,2.29,2.77,-3.35,한국무역보험공사_환율_20230718.csv
1990-05-12,1990,5,12,JPY,463.61,3.62,4.93,-1.0,한국무역보험공사_환율_20230718.csv
1990-05-14,1990,5,14,JPY,463.31,3.84,3.26,-1.28,한국무역보험공사_환율_20230718.csv
1990-05-15,1990,5,15,JPY,466.78,4.69,4.18,-0.31,한국무역보험공사_환율_20230718.csv
1990-05-16,1990,5,16,JPY,470.61,5.26,3.9,0.67,한국무역보험공사_환율_20230718.csv
1990-05-17,1990,5,17,JPY,466.38,3.6,4.31,-0.69,한국무역보험공사_환율_20230718.csv
1990-05-18,1990,5,18,JPY,465.66,2.97,3.74,-1.21,한국무역보험공사_환율_20230718.csv
1990-05-19,1990,5,19,JPY,463.9,2.11,3.92,-3.16,한국무역보험공사_환율_20230718.csv
1990-05-21,1990,5,21,JPY,462.69,-0.2,3.65,-3.5,한국무역보험공사_환율_20230718.csv
1990-05-22,1990,5,22,JPY,463.8,0.11,4.15,-2.03,한국무역보험공사_환율_20230718.csv
1990-05-23,1990,5,23,JPY,470.28,0.75,6.0,-1.12,한국무역보험공사_환율_20230718.csv
1990-05-24,1990,5,24,JPY,469.33,-0.27,6.0,-1.09,한국무역보험공사_환율_20230718.csv
1990-05-25,1990,5,25,JPY,472.64,1.34,7.01,-0.01,한국무역보험공사_환율_20230718.csv
1990-05-26,1990,5,26,JPY,475.7,2.16,6.71,0.53,한국무역보험공사_환율_20230718.csv
1990-05-28,1990,5,28,JPY,475.87,2.58,5.6,0.24,한국무역보험공사_환율_20230718.csv
1990-05-29,1990,5,29,JPY,477.85,3.28,6.74,0.85,한국무역보험공사_환율_20230718.csv
1990-05-30,1990,5,30,JPY,470.92,1.54,5.02,-0.46,한국무역보험공사_환율_20230718.csv
1990-05-31,1990,5,31,JPY,470.17,-0.02,5.29,-1.02,한국무역보험공사_환율_20230718.csv
1990-06-01,1990,6,1,JPY,466.58,-0.59,5.11,-2.0,한국무역보험공사_환율_20230718.csv
1990-06-02,1990,6,2,JPY,468.25,-0.93,5.14,-1.71,한국무역보험공사_환율_20230718.csv
1990-06-04,1990,6,4,JPY,465.95,-2.05,5.11,-2.2,한국무역보험공사_환율_20230718.csv
1990-06-05,1990,6,5,JPY,468.22,-1.61,5.5,-2.04,한국무역보험공사_환율_20230718.csv
1990-06-07,1990,6,7,JPY,468.15,-2.03,5.53,-1.88,한국무역보험공사_환율_20230718.csv
1990-06-08,1990,6,8,JPY,468.09,-0.6,5.39,-1.78,한국무역보험공사_환율_20230718.csv
1990-06-09,1990,6,9,JPY,465.94,-0.9,4.14,-2.9,한국무역보험공사_환율_20230718.csv
1990-06-11,1990,6,11,JPY,466.32,-0.06,4.52,-2.56,한국무역보험공사_환율_20230718.csv
1990-06-12,1990,6,12,JPY,463.82,-0.95,4.03,-2.91,한국무역보험공사_환율_20230718.csv
1990-06-13,1990,6,13,JPY,462.21,-0.8,3.38,-2.73,한국무역보험공사_환율_20230718.csv
1990-06-14,1990,6,14,JPY,464.7,-0.75,3.23,-2.11,한국무역보험공사_환율_20230718.csv
1990-06-15,1990,6,15,JPY,463.66,-0.96,2.53,-1.99,한국무역보험공사_환율_20230718.csv
1990-06-16,1990,6,16,JPY,465.44,-0.57,2.45,-1.14,한국무역보험공사_환율_20230718.csv
1990-06-18,1990,6,18,JPY,465.82,-0.03,0.48,-0.78,한국무역보험공사_환율_20230718.csv
1990-06-19,1990,6,19,JPY,466.6,0.06,0.71,-0.21,한국무역보험공사_환율_20230718.csv
1990-06-20,1990,6,20,JPY,466.02,0.47,-0.16,-0.18,한국무역보험공사_환율_20230718.csv
1990-06-21,1990,6,21,JPY,464.1,0.41,-1.38,0.61,한국무역보험공사_환율_20230718.csv
1990-06-22,1990,6,22,JPY,462.21,-0.54,-0.89,0.2,한국무역보험공사_환율_20230718.csv
1990-06-23,1990,6,23,JPY,462.9,-0.16,-0.59,0.33,한국무역보험공사_환율_20230718.csv
1990-06-25,1990,6,25,JPY,461.26,-0.9,-0.57,-1.1,한국무역보험공사_환율_20230718.csv
1990-06-26,1990,6,26,JPY,461.41,-0.95,-0.28,-0.32,한국무역보험공사_환율_20230718.csv
1990-06-27,1990,6,27,JPY,464.12,-0.53,0.07,-0.0,한국무역보험공사_환율_20230718.csv
1990-06-28,1990,6,28,JPY,463.3,-0.58,-1.48,0.25,한국무역보험공사_환율_20230718.csv
1990-06-29,1990,6,29,JPY,467.65,0.76,-0.36,1.55,한국무역보험공사_환율_20230718.csv
1990-06-30,1990,6,30,JPY,470.43,1.78,-0.47,2.88,한국무역보험공사_환율_20230718.csv
1990-07-02,1990,7,2,JPY,471.21,1.8,-0.94,2.46,한국무역보험공사_환율_20230718.csv
1990-07-03,1990,7,3,JPY,473.21,2.59,-0.56,3.32,한국무역보험공사_환율_20230718.csv
1990-07-04,1990,7,4,JPY,476.47,3.26,-0.29,4.19,한국무역보험공사_환율_20230718.csv
1990-07-05,1990,7,5,JPY,475.84,2.53,1.04,4.3,한국무역보험공사_환율_20230718.csv
1990-07-06,1990,7,6,JPY,473.54,2.21,0.72,3.68,한국무역보험공사_환율_20230718.csv
1990-07-07,1990,7,7,JPY,472.51,1.04,1.27,3.38,한국무역보험공사_환율_20230718.csv
1990-07-09,1990,7,9,JPY,472.67,0.48,0.94,4.61,한국무역보험공사_환율_20230718.csv
1990-07-10,1990,7,10,JPY,476.27,1.07,2.21,5.52,한국무역보험공사_환율_20230718.csv
1990-07-11,1990,7,11,JPY,483.59,2.19,3.28,7.25,한국무역보험공사_환율_20230718.csv
1990-07-12,1990,7,12,JPY,482.11,1.18,2.98,6.35,한국무역보험공사_환율_20230718.csv
1990-07-13,1990,7,13,JPY,486.08,2.15,3.84,8.2,한국무역보험공사_환율_20230718.csv
1990-07-14,1990,7,14,JPY,483.21,2.04,3.71,8.08,한국무역보험공사_환율_20230718.csv
1990-07-16,1990,7,16,JPY,483.13,2.25,3.6,8.85,한국무역보험공사_환율_20230718.csv
1990-07-18,1990,7,18,JPY,484.86,2.58,4.54,9.75,한국무역보험공사_환율_20230718.csv
1990-07-19,1990,7,19,JPY,483.02,1.42,4.5,7.88,한국무역보험공사_환율_20230718.csv
1990-07-20,1990,7,20,JPY,483.38,-0.04,4.02,9.12,한국무역보험공사_환율_20230718.csv
1990-07-21,1990,7,21,JPY,481.56,-0.11,3.86,9.6,한국무역보험공사_환율_20230718.csv
1990-07-23,1990,7,23,JPY,482.37,-0.76,3.64,9.11,한국무역보험공사_환율_20230718.csv
1990-07-24,1990,7,24,JPY,483.02,-0.04,3.69,9.32,한국무역보험공사_환율_20230718.csv
1990-07-25,1990,7,25,JPY,480.59,-0.53,3.0,7.11,한국무역보험공사_환율_20230718.csv
1990-07-26,1990,7,26,JPY,476.77,-1.67,2.31,6.41,한국무역보험공사_환율_20230718.csv
1990-07-27,1990,7,27,JPY,476.14,-1.42,2.59,5.12,한국무역보험공사_환율_20230718.csv
1990-07-28,1990,7,28,JPY,480.07,-0.68,3.86,7.37,한국무역보험공사_환율_20230718.csv
1990-07-30,1990,7,30,JPY,479.91,-0.34,3.67,6.91,한국무역보험공사_환율_20230718.csv
1990-07-31,1990,7,31,JPY,483.99,0.34,4.93,8.42,한국무역보험공사_환율_20230718.csv
1990-08-01,1990,8,1,JPY,489.28,1.3,6.04,9.61,한국무역보험공사_환율_20230718.csv
1990-08-02,1990,8,2,JPY,485.37,0.99,4.58,8.99,한국무역보험공사_환율_20230718.csv
1990-08-03,1990,8,3,JPY,476.71,-0.01,2.89,7.45,한국무역보험공사_환율_20230718.csv
1990-08-04,1990,8,4,JPY,476.71,0.12,1.94,7.66,한국무역보험공사_환율_20230718.csv
1990-08-06,1990,8,6,JPY,476.28,-0.79,1.24,7.84,한국무역보험공사_환율_20230718.csv
1990-08-07,1990,8,7,JPY,474.68,-1.09,0.74,6.48,한국무역보험공사_환율_20230718.csv
1990-08-08,1990,8,8,JPY,474.63,-1.93,0.3,5.32,한국무역보험공사_환율_20230718.csv
1990-08-09,1990,8,9,JPY,478.26,-2.25,0.38,6.83,한국무역보험공사_환율_20230718.csv
1990-08-10,1990,8,10,JPY,477.73,-1.57,0.4,6.54,한국무역보험공사_환율_20230718.csv
1990-08-11,1990,8,11,JPY,476.11,-0.13,0.54,6.62,한국무역보험공사_환율_20230718.csv
1990-08-13,1990,8,13,JPY,477.53,0.17,1.06,7.57,한국무역보험공사_환율_20230718.csv
1990-08-14,1990,8,14,JPY,477.43,0.24,1.01,7.2,한국무역보험공사_환율_20230718.csv
1990-08-16,1990,8,16,JPY,486.69,2.53,2.19,9.79,한국무역보험공사_환율_20230718.csv
1990-08-17,1990,8,17,JPY,486.58,2.52,0.62,9.63,한국무역보험공사_환율_20230718.csv
1990-08-18,1990,8,18,JPY,487.3,1.89,1.08,9.85,한국무역보험공사_환율_20230718.csv
1990-08-20,1990,8,20,JPY,485.62,1.65,-0.09,9.34,한국무역보험공사_환율_20230718.csv
1990-08-21,1990,8,21,JPY,489.31,2.77,1.26,9.36,한국무역보험공사_환율_20230718.csv
1990-08-22,1990,8,22,JPY,488.54,2.31,1.12,9.5,한국무역보험공사_환율_20230718.csv
1990-08-23,1990,8,23,JPY,489.57,2.54,0.97,9.8,한국무역보험공사_환율_20230718.csv
1990-08-24,1990,8,24,JPY,490.71,0.83,1.59,9.76,한국무역보험공사_환율_20230718.csv
1990-08-25,1990,8,25,JPY,488.67,0.43,1.09,8.55,한국무역보험공사_환율_20230718.csv
1990-08-27,1990,8,27,JPY,492.03,0.97,2.17,8.8,한국무역보험공사_환율_20230718.csv
1990-08-28,1990,8,28,JPY,497.18,2.38,3.07,9.43,한국무역보험공사_환율_20230718.csv
1990-08-29,1990,8,29,JPY,499.51,2.08,3.41,7.74,한국무역보험공사_환율_20230718.csv
1990-08-30,1990,8,30,JPY,497.49,1.83,3.52,7.38,한국무역보험공사_환율_20230718.csv
1990-08-31,1990,8,31,JPY,494.8,1.07,3.78,6.0,한국무역보험공사_환율_20230718.csv
1990-09-01,1990,9,1,JPY,496.21,1.12,4.22,5.44,한국무역보험공사_환율_20230718.csv
1990-09-03,1990,9,3,JPY,496.55,1.61,3.43,6.47,한국무역보험공사_환율_20230718.csv
1990-09-04,1990,9,4,JPY,496.8,0.97,3.52,6.69,한국무역보험공사_환율_20230718.csv
1990-09-05,1990,9,5,JPY,499.2,0.41,3.14,7.61,한국무역보험공사_환율_20230718.csv
1990-09-06,1990,9,6,JPY,506.19,1.34,3.46,9.4,한국무역보험공사_환율_20230718.csv
1990-09-07,1990,9,7,JPY,510.01,2.52,5.08,9.96,한국무역보험공사_환율_20230718.csv
1990-09-08,1990,9,8,JPY,511.28,3.33,7.25,8.72,한국무역보험공사_환율_20230718.csv
1990-09-10,1990,9,10,JPY,513.38,3.46,7.69,9.39,한국무역보험공사_환율_20230718.csv
1990-09-11,1990,9,11,JPY,511.57,3.02,7.41,8.24,한국무역보험공사_환율_20230718.csv
1990-09-12,1990,9,12,JPY,512.58,3.18,7.98,7.75,한국무역보험공사_환율_20230718.csv
1990-09-13,1990,9,13,JPY,520.36,4.24,9.63,9.35,한국무역보험공사_환율_20230718.csv
1990-09-14,1990,9,14,JPY,525.31,3.78,9.84,9.93,한국무역보험공사_환율_20230718.csv
1990-09-15,1990,9,15,JPY,522.99,2.55,9.47,11.06,한국무역보험공사_환율_20230718.csv
1990-09-17,1990,9,17,JPY,525.29,2.74,10.33,11.72,한국무역보험공사_환율_20230718.csv
1990-09-18,1990,9,18,JPY,523.18,1.91,9.56,12.13,한국무역보험공사_환율_20230718.csv
1990-09-19,1990,9,19,JPY,517.8,1.22,8.46,10.58,한국무역보험공사_환율_20230718.csv
1990-09-20,1990,9,20,JPY,521.02,1.65,7.05,11.82,한국무역보험공사_환율_20230718.csv
1990-09-21,1990,9,21,JPY,519.01,-0.26,6.66,10.85,한국무역보험공사_환율_20230718.csv
1990-09-22,1990,9,22,JPY,523.38,-0.37,7.4,11.8,한국무역보험공사_환율_20230718.csv
1990-09-24,1990,9,24,JPY,525.59,0.5,8.23,12.28,한국무역보험공사_환율_20230718.csv
1990-09-25,1990,9,25,JPY,522.34,-0.56,6.75,12.1,한국무역보험공사_환율_20230718.csv
1990-09-26,1990,9,26,JPY,523.0,-0.03,7.05,12.15,한국무역보험공사_환율_20230718.csv
1990-09-27,1990,9,27,JPY,519.85,0.4,6.19,12.08,한국무역보험공사_환율_20230718.csv
1990-09-28,1990,9,28,JPY,514.99,-1.16,4.95,11.42,한국무역보험공사_환율_20230718.csv
1990-09-29,1990,9,29,JPY,514.8,-0.81,5.35,10.78,한국무역보험공사_환율_20230718.csv
1990-09-30,1990,9,30,JPY,514.8,-1.64,4.63,11.03,한국무역보험공사_환율_20230718.csv
1990-10-05,1990,10,5,JPY,533.81,1.56,7.37,14.69,한국무역보험공사_환율_20230718.csv
1990-10-06,1990,10,6,JPY,540.14,3.41,8.13,15.95,한국무역보험공사_환율_20230718.csv
1990-10-08,1990,10,8,JPY,541.78,3.59,8.9,16.11,한국무역보험공사_환율_20230718.csv
1990-10-10,1990,10,10,JPY,545.8,4.99,10.31,17.12,한국무역보험공사_환율_20230718.csv
1990-10-11,1990,10,11,JPY,551.16,7.02,11.07,18.76,한국무역보험공사_환율_20230718.csv
1990-10-12,1990,10,12,JPY,550.67,6.97,10.9,19.14,한국무역보험공사_환율_20230718.csv
1990-10-13,1990,10,13,JPY,554.42,7.7,11.6,19.77,한국무역보험공사_환율_20230718.csv
1990-10-15,1990,10,15,JPY,555.28,4.02,11.23,20.38,한국무역보험공사_환율_20230718.csv
1990-10-16,1990,10,16,JPY,559.16,3.52,10.46,21.19,한국무역보험공사_환율_20230718.csv
1990-10-17,1990,10,17,JPY,568.16,4.87,11.4,22.42,한국무역보험공사_환율_20230718.csv
1990-10-18,1990,10,18,JPY,569.11,4.27,11.31,22.84,한국무역보험공사_환율_20230718.csv
1990-10-19,1990,10,19,JPY,574.7,4.27,11.94,22.89,한국무역보험공사_환율_20230718.csv
1990-10-20,1990,10,20,JPY,568.48,3.23,11.12,20.84,한국무역보험공사_환율_20230718.csv
1990-10-22,1990,10,22,JPY,570.06,2.82,11.21,20.98,한국무역보험공사_환율_20230718.csv
1990-10-23,1990,10,23,JPY,565.78,1.89,8.73,19.56,한국무역보험공사_환율_20230718.csv
1990-10-24,1990,10,24,JPY,559.42,0.05,6.49,17.41,한국무역보험공사_환율_20230718.csv
1990-10-25,1990,10,25,JPY,564.84,-0.58,8.0,18.7,한국무역보험공사_환율_20230718.csv
1990-10-26,1990,10,26,JPY,559.36,-1.71,6.49,18.12,한국무역보험공사_환율_20230718.csv
1990-10-27,1990,10,27,JPY,557.78,-2.94,6.61,18.05,한국무역보험공사_환율_20230718.csv
1990-10-29,1990,10,29,JPY,559.97,-1.5,8.14,18.47,한국무역보험공사_환율_20230718.csv
1990-10-30,1990,10,30,JPY,555.08,-2.63,6.54,16.55,한국무역보험공사_환율_20230718.csv
1990-10-31,1990,10,31,JPY,552.05,-2.43,6.37,14.16,한국무역보험공사_환율_20230718.csv
1990-11-01,1990,11,1,JPY,547.45,-2.14,4.6,13.55,한국무역보험공사_환율_20230718.csv
1990-11-02,1990,11,2,JPY,550.85,-2.48,4.81,13.32,한국무역보험공사_환율_20230718.csv
1990-11-03,1990,11,3,JPY,559.59,0.04,7.13,15.81,한국무역보험공사_환율_20230718.csv
1990-11-05,1990,11,5,JPY,560.91,0.56,7.25,16.1,한국무역보험공사_환율_20230718.csv
1990-11-06,1990,11,6,JPY,565.98,1.07,8.87,16.73,한국무역보험공사_환율_20230718.csv
1990-11-07,1990,11,7,JPY,558.77,0.66,8.5,15.68,한국무역보험공사_환율_20230718.csv
1990-11-08,1990,11,8,JPY,553.15,0.2,7.45,14.43,한국무역보험공사_환율_20230718.csv
1990-11-09,1990,11,9,JPY,547.91,0.08,6.43,13.78,한국무역보험공사_환율_20230718.csv
1990-11-10,1990,11,10,JPY,550.92,0.01,3.21,14.21,한국무역보험공사_환율_20230718.csv
1990-11-12,1990,11,12,JPY,552.54,-1.26,2.3,14.39,한국무역보험공사_환율_20230718.csv
1990-11-13,1990,11,13,JPY,558.45,-0.44,3.08,16.2,한국무역보험공사_환율_20230718.csv
1990-11-14,1990,11,14,JPY,551.82,-2.5,1.1,15.74,한국무역보험공사_환율_20230718.csv
1990-11-15,1990,11,15,JPY,552.85,-1.06,0.31,16.11,한국무역보험공사_환율_20230718.csv
1990-11-16,1990,11,16,JPY,549.63,-0.64,-0.19,14.49,한국무역보험공사_환율_20230718.csv
1990-11-17,1990,11,17,JPY,551.63,0.68,-0.5,14.94,한국무역보험공사_환율_20230718.csv
1990-11-19,1990,11,19,JPY,553.64,0.49,-0.3,14.39,한국무역보험공사_환율_20230718.csv
1990-11-20,1990,11,20,JPY,553.0,0.08,-1.1,13.02,한국무역보험공사_환율_20230718.csv
1990-11-21,1990,11,21,JPY,554.66,-0.68,-2.38,14.28,한국무역보험공사_환율_20230718.csv
1990-11-22,1990,11,22,JPY,563.2,2.06,-1.04,18.14,한국무역보험공사_환율_20230718.csv
1990-11-23,1990,11,23,JPY,562.68,1.78,-2.09,18.03,한국무역보험공사_환율_20230718.csv
1990-11-24,1990,11,24,JPY,561.59,2.18,-1.21,17.91,한국무역보험공사_환율_20230718.csv
1990-11-26,1990,11,26,JPY,560.44,1.6,-1.69,18.07,한국무역보험공사_환율_20230718.csv
1990-11-27,1990,11,27,JPY,553.16,-0.09,-2.23,16.55,한국무역보험공사_환율_20230718.csv
1990-11-28,1990,11,28,JPY,555.87,0.52,-0.63,16.23,한국무역보험공사_환율_20230718.csv
1990-11-29,1990,11,29,JPY,547.26,-1.33,-3.11,14.55,한국무역보험공사_환율_20230718.csv
1990-11-30,1990,11,30,JPY,532.16,-5.51,-4.86,11.77,한국무역보험공사_환율_20230718.csv
1990-12-01,1990,12,1,JPY,537.91,-4.4,-3.56,12.64,한국무역보험공사_환율_20230718.csv
1990-12-03,1990,12,3,JPY,539.33,-3.96,-3.69,12.97,한국무역보험공사_환율_20230718.csv
1990-12-04,1990,12,4,JPY,530.65,-5.32,-4.4,9.03,한국무역보험공사_환율_20230718.csv
1990-12-05,1990,12,5,JPY,535.23,-3.24,-3.05,10.0,한국무역보험공사_환율_20230718.csv
1990-12-06,1990,12,6,JPY,533.23,-4.07,-2.6,9.43,한국무역보험공사_환율_20230718.csv
1990-12-07,1990,12,7,JPY,539.3,-1.45,-2.1,11.05,한국무역보험공사_환율_20230718.csv
1990-12-08,1990,12,8,JPY,546.77,2.75,-2.29,11.74,한국무역보험공사_환율_20230718.csv
1990-12-10,1990,12,10,JPY,547.19,1.73,-2.45,12.01,한국무역보험공사_환율_20230718.csv
1990-12-11,1990,12,11,JPY,542.66,0.62,-4.12,10.84,한국무역보험공사_환율_20230718.csv
1990-12-12,1990,12,12,JPY,541.23,1.99,-3.14,10.3,한국무역보험공사_환율_20230718.csv
1990-12-13,1990,12,13,JPY,544.67,1.76,-1.53,11.46,한국무역보험공사_환율_20230718.csv
1990-12-14,1990,12,14,JPY,541.91,1.63,-1.1,10.14,한국무역보험공사_환율_20230718.csv
1990-12-15,1990,12,15,JPY,538.49,-0.15,-2.26,8.31,한국무역보험공사_환율_20230718.csv
1990-12-17,1990,12,17,JPY,538.09,-1.59,-2.62,7.72,한국무역보험공사_환율_20230718.csv
1990-12-18,1990,12,18,JPY,539.2,-1.46,-3.45,8.38,한국무역보험공사_환율_20230718.csv
1990-12-19,1990,12,19,JPY,540.62,-0.38,-2.03,9.26,한국무역보험공사_환율_20230718.csv
1990-12-20,1990,12,20,JPY,535.65,-1.03,-3.11,7.95,한국무역보험공사_환율_20230718.csv
1990-12-21,1990,12,21,JPY,527.52,-3.15,-4.02,6.24,한국무역보험공사_환율_20230718.csv
1990-12-22,1990,12,22,JPY,528.9,-2.4,-4.12,6.46,한국무역보험공사_환율_20230718.csv
1990-12-24,1990,12,24,JPY,526.86,-2.16,-4.84,5.54,한국무역보험공사_환율_20230718.csv
1990-12-26,1990,12,26,JPY,527.09,-2.04,-4.69,4.13,한국무역보험공사_환율_20230718.csv
1990-12-27,1990,12,27,JPY,525.14,-2.61,-5.32,2.97,한국무역보험공사_환율_20230718.csv
1990-12-28,1990,12,28,JPY,526.05,-2.7,-6.6,2.89,한국무역보험공사_환율_20230718.csv
1990-12-29,1990,12,29,JPY,531.26,-0.82,-5.58,3.48,한국무역보험공사_환율_20230718.csv
1990-12-31,1990,12,31,JPY,532.44,0.93,-5.19,4.08,한국무역보험공사_환율_20230718.csv
1991-01-03,1991,1,3,JPY,534.25,1.01,-4.67,4.23,한국무역보험공사_환율_20230718.csv
1991-01-04,1991,1,4,JPY,538.75,2.26,-2.61,3.53,한국무역보험공사_환율_20230718.csv
1991-01-05,1991,1,5,JPY,531.87,0.91,-4.32,1.25,한국무역보험공사_환율_20230718.csv
1991-01-07,1991,1,7,JPY,527.57,0.46,-3.6,0.88,한국무역보험공사_환율_20230718.csv
1991-01-08,1991,1,8,JPY,526.12,0.01,-1.13,0.16,한국무역보험공사_환율_20230718.csv
1991-01-09,1991,1,9,JPY,523.84,-1.4,-2.62,0.13,한국무역보험공사_환율_20230718.csv
1991-01-10,1991,1,10,JPY,526.22,-1.17,-2.43,1.63,한국무역보험공사_환율_20230718.csv
1991-01-11,1991,1,11,JPY,534.2,-0.01,0.67,2.53,한국무역보험공사_환율_20230718.csv
1991-01-12,1991,1,12,JPY,535.67,-0.57,0.08,3.21,한국무역보험공사_환율_20230718.csv
1991-01-14,1991,1,14,JPY,530.13,-0.33,-0.58,1.29,한국무역보험공사_환율_20230718.csv
1991-01-15,1991,1,15,JPY,530.89,0.63,-1.56,1.01,한국무역보험공사_환율_20230718.csv
1991-01-16,1991,1,16,JPY,527.34,0.23,-3.55,0.96,한국무역보험공사_환율_20230718.csv
1991-01-17,1991,1,17,JPY,521.03,-0.54,-4.78,-0.38,한국무역보험공사_환율_20230718.csv
1991-01-18,1991,1,18,JPY,540.91,2.79,-0.32,4.05,한국무역보험공사_환율_20230718.csv
1991-01-19,1991,1,19,JPY,542.57,1.57,0.25,5.36,한국무역보험공사_환율_20230718.csv
1991-01-21,1991,1,21,JPY,542.98,1.36,-0.31,5.47,한국무역보험공사_환율_20230718.csv
1991-01-22,1991,1,22,JPY,544.9,2.79,0.55,5.85,한국무역보험공사_환율_20230718.csv
1991-01-23,1991,1,23,JPY,543.15,2.31,0.87,1.75,한국무역보험공사_환율_20230718.csv
1991-01-24,1991,1,24,JPY,546.52,3.64,1.57,1.18,한국무역보험공사_환율_20230718.csv
1991-01-25,1991,1,25,JPY,543.11,4.24,0.73,0.25,한국무역보험공사_환율_20230718.csv
1991-01-26,1991,1,26,JPY,541.98,0.2,0.25,-0.7,한국무역보험공사_환율_20230718.csv
1991-01-28,1991,1,28,JPY,541.37,-0.22,1.07,-1.78,한국무역보험공사_환율_20230718.csv
