base_date,year,month,day,currency_code,jpy_krw_rate,jpy_krw_change_rate_7d,jpy_krw_change_rate_30d,jpy_krw_change_rate_90d,source_file
1984-01-04,1984,1,4,JPY,227.54,,,,한국무역보험공사_환율_20230718.csv
1984-01-05,1984,1,5,JPY,342.2,,,,한국무역보험공사_환율_20230718.csv
1984-01-06,1984,1,6,JPY,342.3,,,,한국무역보험공사_환율_20230718.csv
1984-01-07,1984,1,7,JPY,342.83,,,,한국무역보험공사_환율_20230718.csv
1984-01-09,1984,1,9,JPY,342.83,,,,한국무역보험공사_환율_20230718.csv
1984-01-10,1984,1,10,JPY,341.94,,,,한국무역보험공사_환율_20230718.csv
1984-01-11,1984,1,11,JPY,341.9,,,,한국무역보험공사_환율_20230718.csv
1984-01-12,1984,1,12,JPY,340.43,49.61,,,한국무역보험공사_환율_20230718.csv
1984-01-13,1984,1,13,JPY,340.57,-0.48,,,한국무역보험공사_환율_20230718.csv
1984-01-14,1984,1,14,JPY,342.01,-0.08,,,한국무역보험공사_환율_20230718.csv
1984-01-16,1984,1,16,JPY,342.01,-0.24,,,한국무역보험공사_환율_20230718.csv
1984-01-17,1984,1,17,JPY,341.87,-0.28,,,한국무역보험공사_환율_20230718.csv
1984-01-18,1984,1,18,JPY,340.49,-0.42,,,한국무역보험공사_환율_20230718.csv
1984-01-19,1984,1,19,JPY,341.5,-0.12,,,한국무역보험공사_환율_20230718.csv
1984-01-20,1984,1,20,JPY,341.62,0.35,,,한국무역보험공사_환율_20230718.csv
1984-01-21,1984,1,21,JPY,340.63,0.02,,,한국무역보험공사_환율_20230718.csv
1984-01-23,1984,1,23,JPY,340.63,-0.4,,,한국무역보험공사_환율_20230718.csv
1984-01-24,1984,1,24,JPY,341.23,-0.23,,,한국무역보험공사_환율_20230718.csv
1984-01-25,1984,1,25,JPY,341.28,-0.17,,,한국무역보험공사_환율_20230718.csv
1984-01-26,1984,1,26,JPY,341.66,0.34,,,한국무역보험공사_환율_20230718.csv
1984-01-27,1984,1,27,JPY,340.97,-0.16,,,한국무역보험공사_환율_20230718.csv
1984-01-28,1984,1,28,JPY,341.34,-0.08,,,한국무역보험공사_환율_20230718.csv
1984-01-30,1984,1,30,JPY,341.34,0.21,,,한국무역보험공사_환율_20230718.csv
1984-01-31,1984,1,31,JPY,340.53,-0.03,,,한국무역보험공사_환율_20230718.csv
1984-02-01,1984,2,1,JPY,340.71,-0.15,,,한국무역보험공사_환율_20230718.csv
1984-02-02,1984,2,2,JPY,340.92,-0.11,,,한국무역보험공사_환율_20230718.csv
1984-02-03,1984,2,3,JPY,341.66,0.0,,,한국무역보험공사_환율_20230718.csv
1984-02-04,1984,2,4,JPY,342.33,0.4,,,한국무역보험공사_환율_20230718.csv
1984-02-06,1984,2,6,JPY,342.33,0.29,,,한국무역보험공사_환율_20230718.csv
1984-02-07,1984,2,7,JPY,341.31,-0.01,,,한국무역보험공사_환율_20230718.csv
1984-02-08,1984,2,8,JPY,340.79,0.08,49.77,,한국무역보험공사_환율_20230718.csv
1984-02-09,1984,2,9,JPY,341.02,0.09,-0.34,,한국무역보험공사_환율_20230718.csv
1984-02-10,1984,2,10,JPY,340.45,-0.14,-0.54,,한국무역보험공사_환율_20230718.csv
1984-02-11,1984,2,11,JPY,340.68,-0.29,-0.63,,한국무역보험공사_환율_20230718.csv
1984-02-13,1984,2,13,JPY,340.68,-0.48,-0.63,,한국무역보험공사_환율_20230718.csv
1984-02-14,1984,2,14,JPY,340.27,-0.6,-0.49,,한국무역보험공사_환율_20230718.csv
1984-02-15,1984,2,15,JPY,341.22,-0.03,-0.2,,한국무역보험공사_환율_20230718.csv
1984-02-16,1984,2,16,JPY,340.57,-0.06,0.04,,한국무역보험공사_환율_20230718.csv
1984-02-17,1984,2,17,JPY,341.31,0.09,0.22,,한국무역보험공사_환율_20230718.csv
1984-02-18,1984,2,18,JPY,341.2,0.22,-0.24,,한국무역보험공사_환율_20230718.csv
1984-02-20,1984,2,20,JPY,341.2,0.15,-0.24,,한국무역보험공사_환율_20230718.csv
1984-02-21,1984,2,21,JPY,341.07,0.11,-0.23,,한국무역보험공사_환율_20230718.csv
1984-02-22,1984,2,22,JPY,340.91,0.19,0.12,,한국무역보험공사_환율_20230718.csv
1984-02-23,1984,2,23,JPY,340.92,-0.09,-0.17,,한국무역보험공사_환율_20230718.csv
1984-02-24,1984,2,24,JPY,340.74,0.05,-0.26,,한국무역보험공사_환율_20230718.csv
1984-02-25,1984,2,25,JPY,340.46,-0.25,-0.05,,한국무역보험공사_환율_20230718.csv
1984-02-26,1984,2,26,JPY,340.46,-0.22,-0.05,,한국무역보험공사_환율_20230718.csv
1984-02-27,1984,2,27,JPY,340.46,-0.22,-0.23,,한국무역보험공사_환율_20230718.csv
1984-02-28,1984,2,28,JPY,340.54,-0.16,-0.22,,한국무역보험공사_환율_20230718.csv
1984-02-29,1984,2,29,JPY,339.81,-0.32,-0.54,,한국무역보험공사_환율_20230718.csv
1984-03-01,1984,3,1,JPY,339.97,-0.28,-0.29,,한국무역보험공사_환율_20230718.csv
1984-03-02,1984,3,2,JPY,339.97,-0.23,-0.4,,한국무역보험공사_환율_20230718.csv
1984-03-03,1984,3,3,JPY,347.78,2.15,1.89,,한국무역보험공사_환율_20230718.csv
1984-03-04,1984,3,4,JPY,347.78,2.15,2.13,,한국무역보험공사_환율_20230718.csv
1984-03-05,1984,3,5,JPY,347.78,2.15,2.08,,한국무역보험공사_환율_20230718.csv
1984-03-06,1984,3,6,JPY,354.26,4.03,3.91,,한국무역보험공사_환율_20230718.csv
1984-03-07,1984,3,7,JPY,355.12,4.51,3.94,,한국무역보험공사_환율_20230718.csv
1984-03-08,1984,3,8,JPY,352.19,3.59,2.88,,한국무역보험공사_환율_20230718.csv
1984-03-09,1984,3,9,JPY,355.65,4.61,3.89,,한국무역보험공사_환율_20230718.csv
1984-03-10,1984,3,10,JPY,355.65,2.26,4.2,,한국무역보험공사_환율_20230718.csv
1984-03-11,1984,3,11,JPY,355.65,2.26,4.36,,한국무역보험공사_환율_20230718.csv
1984-03-12,1984,3,12,JPY,352.61,1.39,3.4,,한국무역보험공사_환율_20230718.csv
1984-03-13,1984,3,13,JPY,353.45,-0.23,3.82,,한국무역보험공사_환율_20230718.csv
1984-03-14,1984,3,14,JPY,354.9,-0.06,4.17,,한국무역보험공사_환율_20230718.csv
1984-03-15,1984,3,15,JPY,352.32,0.04,3.42,,한국무역보험공사_환율_20230718.csv
1984-03-16,1984,3,16,JPY,353.47,-0.61,3.88,,한국무역보험공사_환율_20230718.csv
1984-03-17,1984,3,17,JPY,350.56,-1.43,2.74,,한국무역보험공사_환율_20230718.csv
1984-03-18,1984,3,18,JPY,267.2,-24.87,-21.54,,한국무역보험공사_환율_20230718.csv
1984-03-19,1984,3,19,JPY,267.2,-24.22,-21.71,,한국무역보험공사_환율_20230718.csv
1984-03-20,1984,3,20,JPY,351.54,-0.54,3.03,,한국무역보험공사_환율_20230718.csv
1984-03-21,1984,3,21,JPY,351.04,-1.09,2.88,,한국무역보험공사_환율_20230718.csv
1984-03-22,1984,3,22,JPY,351.65,-0.19,3.1,,한국무역보험공사_환율_20230718.csv
1984-03-23,1984,3,23,JPY,350.47,-0.85,2.8,,한국무역보험공사_환율_20230718.csv
1984-03-24,1984,3,24,JPY,351.97,0.4,3.24,,한국무역보험공사_환율_20230718.csv
1984-03-25,1984,3,25,JPY,351.97,31.73,3.3,,한국무역보험공사_환율_20230718.csv
1984-03-26,1984,3,26,JPY,351.97,31.73,3.38,,한국무역보험공사_환율_20230718.csv
1984-03-27,1984,3,27,JPY,352.9,0.39,3.65,,한국무역보험공사_환율_20230718.csv
1984-03-28,1984,3,28,JPY,352.14,0.31,3.43,,한국무역보험공사_환율_20230718.csv
1984-03-29,1984,3,29,JPY,353.93,0.65,3.93,,한국무역보험공사_환율_20230718.csv
1984-03-30,1984,3,30,JPY,352.85,0.68,3.84,,한국무역보험공사_환율_20230718.csv
1984-03-31,1984,3,31,JPY,352.78,0.23,3.77,,한국무역보험공사_환율_20230718.csv
1984-04-01,1984,4,1,JPY,352.78,0.23,3.77,,한국무역보험공사_환율_20230718.csv
1984-04-02,1984,4,2,JPY,352.78,0.23,1.44,,한국무역보험공사_환율_20230718.csv
1984-04-03,1984,4,3,JPY,351.67,-0.35,1.12,,한국무역보험공사_환율_20230718.csv
1984-04-04,1984,4,4,JPY,352.63,0.14,1.39,,한국무역보험공사_환율_20230718.csv
1984-04-05,1984,4,5,JPY,352.63,-0.37,-0.46,,한국무역보험공사_환율_20230718.csv
1984-04-06,1984,4,6,JPY,351.53,-0.37,-1.01,,한국무역보험공사_환율_20230718.csv
1984-04-07,1984,4,7,JPY,352.64,-0.04,0.13,,한국무역보험공사_환율_20230718.csv
1984-04-08,1984,4,8,JPY,352.64,-0.04,-0.85,,한국무역보험공사_환율_20230718.csv
1984-04-09,1984,4,9,JPY,352.64,-0.04,-0.85,,한국무역보험공사_환율_20230718.csv
1984-04-10,1984,4,10,JPY,352.04,0.11,-1.02,54.72,한국무역보험공사_환율_20230718.csv
1984-04-11,1984,4,11,JPY,352.46,-0.05,-0.04,3.0,한국무역보험공사_환율_20230718.csv
1984-04-12,1984,4,12,JPY,355.49,0.81,0.58,3.85,한국무역보험공사_환율_20230718.csv
1984-04-13,1984,4,13,JPY,353.88,0.67,-0.29,3.22,한국무역보험공사_환율_20230718.csv
1984-04-14,1984,4,14,JPY,352.38,-0.07,0.02,2.79,한국무역보험공사_환율_20230718.csv
1984-04-15,1984,4,15,JPY,352.38,-0.07,-0.31,3.05,한국무역보험공사_환율_20230718.csv
1984-04-16,1984,4,16,JPY,352.38,-0.07,0.52,3.07,한국무역보험공사_환율_20230718.csv
1984-04-17,1984,4,17,JPY,352.63,0.17,31.97,3.58,한국무역보험공사_환율_20230718.csv
1984-04-18,1984,4,18,JPY,353.52,0.3,32.31,3.8,한국무역보험공사_환율_20230718.csv
1984-04-19,1984,4,19,JPY,353.62,-0.53,0.59,3.39,한국무역보험공사_환율_20230718.csv
1984-04-20,1984,4,20,JPY,352.96,-0.26,0.55,3.2,한국무역보험공사_환율_20230718.csv
1984-04-21,1984,4,21,JPY,353.53,0.33,0.53,3.41,한국무역보험공사_환율_20230718.csv
1984-04-22,1984,4,22,JPY,353.53,0.33,0.87,3.83,한국무역보험공사_환율_20230718.csv
1984-04-23,1984,4,23,JPY,353.53,0.33,0.44,3.52,한국무역보험공사_환율_20230718.csv
1984-04-24,1984,4,24,JPY,353.83,0.34,0.53,3.57,한국무역보험공사_환율_20230718.csv
1984-04-25,1984,4,25,JPY,352.47,-0.3,0.14,3.48,한국무역보험공사_환율_20230718.csv
1984-04-26,1984,4,26,JPY,353.25,-0.1,0.1,3.7,한국무역보험공사_환율_20230718.csv
1984-04-27,1984,4,27,JPY,352.99,0.01,0.24,3.45,한국무역보험공사_환율_20230718.csv
1984-04-28,1984,4,28,JPY,351.6,-0.55,-0.66,3.02,한국무역보험공사_환율_20230718.csv
1984-04-29,1984,4,29,JPY,351.6,-0.55,-0.35,2.91,한국무역보험공사_환율_20230718.csv
1984-04-30,1984,4,30,JPY,351.6,-0.55,-0.33,3.12,한국무역보험공사_환율_20230718.csv
1984-05-01,1984,5,1,JPY,352.43,-0.4,-0.1,3.25,한국무역보험공사_환율_20230718.csv
1984-05-02,1984,5,2,JPY,351.85,-0.18,-0.26,3.08,한국무역보험공사_환율_20230718.csv
1984-05-03,1984,5,3,JPY,352.2,-0.3,0.15,3.43,한국무역보험공사_환율_20230718.csv
1984-05-04,1984,5,4,JPY,353.16,0.05,0.15,3.65,한국무역보험공사_환율_20230718.csv
1984-05-05,1984,5,5,JPY,353.16,0.44,0.15,3.59,한국무역보험공사_환율_20230718.csv
1984-05-06,1984,5,6,JPY,353.16,0.44,0.46,3.37,한국무역보험공사_환율_20230718.csv
1984-05-07,1984,5,7,JPY,351.45,-0.04,-0.34,2.66,한국무역보험공사_환율_20230718.csv
1984-05-08,1984,5,8,JPY,351.45,-0.28,-0.34,2.66,한국무역보험공사_환율_20230718.csv
1984-05-09,1984,5,9,JPY,349.2,-0.75,-0.98,2.31,한국무역보험공사_환율_20230718.csv
1984-05-10,1984,5,10,JPY,348.21,-1.13,-1.09,2.18,한국무역보험공사_환율_20230718.csv
1984-05-11,1984,5,11,JPY,348.69,-1.27,-1.07,2.25,한국무역보험공사_환율_20230718.csv
1984-05-12,1984,5,12,JPY,347.53,-1.59,-2.24,2.08,한국무역보험공사_환율_20230718.csv
1984-05-13,1984,5,13,JPY,347.53,-1.59,-1.79,2.01,한국무역보험공사_환율_20230718.csv
1984-05-14,1984,5,14,JPY,347.53,-1.12,-1.38,2.01,한국무역보험공사_환율_20230718.csv
1984-05-15,1984,5,15,JPY,346.38,-1.44,-1.7,1.8,한국무역보험공사_환율_20230718.csv
1984-05-16,1984,5,16,JPY,346.52,-0.77,-1.66,1.55,한국무역보험공사_환율_20230718.csv
1984-05-17,1984,5,17,JPY,345.64,-0.74,-1.98,1.49,한국무역보험공사_환율_20230718.csv
1984-05-18,1984,5,18,JPY,343.51,-1.49,-2.83,0.64,한국무역보험공사_환율_20230718.csv
1984-05-19,1984,5,19,JPY,343.6,-1.13,-2.83,0.7,한국무역보험공사_환율_20230718.csv
1984-05-20,1984,5,20,JPY,343.6,-1.13,-2.65,0.7,한국무역보험공사_환율_20230718.csv
1984-05-21,1984,5,21,JPY,343.6,-1.13,-2.81,0.74,한국무역보험공사_환율_20230718.csv
1984-05-22,1984,5,22,JPY,342.72,-1.06,-3.06,0.53,한국무역보험공사_환율_20230718.csv
1984-05-23,1984,5,23,JPY,343.54,-0.86,-2.83,0.77,한국무역보험공사_환율_20230718.csv
1984-05-24,1984,5,24,JPY,343.86,-0.51,-2.82,0.92,한국무역보험공사_환율_20230718.csv
1984-05-25,1984,5,25,JPY,346.73,0.94,-1.63,1.84,한국무역보험공사_환율_20230718.csv
1984-05-26,1984,5,26,JPY,344.35,0.22,-2.52,1.14,한국무역보험공사_환율_20230718.csv
1984-05-27,1984,5,27,JPY,344.35,0.22,-2.45,1.14,한국무역보험공사_환율_20230718.csv
1984-05-28,1984,5,28,JPY,344.35,0.22,-2.06,1.12,한국무역보험공사_환율_20230718.csv
1984-05-29,1984,5,29,JPY,344.35,0.48,-2.06,1.34,한국무역보험공사_환율_20230718.csv
1984-05-30,1984,5,30,JPY,344.04,0.15,-2.15,1.2,한국무역보험공사_환율_20230718.csv
1984-05-31,1984,5,31,JPY,345.07,0.35,-2.09,1.5,한국무역보험공사_환율_20230718.csv
1984-06-01,1984,6,1,JPY,345.0,-0.5,-1.95,-0.8,한국무역보험공사_환율_20230718.csv
1984-06-02,1984,6,2,JPY,346.89,0.74,-1.51,-0.26,한국무역보험공사_환율_20230718.csv
1984-06-03,1984,6,3,JPY,346.89,0.74,-1.78,-0.26,한국무역보험공사_환율_20230718.csv
1984-06-04,1984,6,4,JPY,346.89,0.74,-1.78,-2.08,한국무역보험공사_환율_20230718.csv
1984-06-05,1984,6,5,JPY,347.06,0.79,-1.73,-2.27,한국무역보험공사_환율_20230718.csv
1984-06-06,1984,6,6,JPY,347.06,0.88,-1.25,-1.46,한국무역보험공사_환율_20230718.csv
1984-06-07,1984,6,7,JPY,345.02,-0.01,-1.83,-2.99,한국무역보험공사_환율_20230718.csv
1984-06-08,1984,6,8,JPY,344.91,-0.03,-1.23,-3.02,한국무역보험공사_환율_20230718.csv
1984-06-09,1984,6,9,JPY,344.78,-0.61,-0.99,-3.06,한국무역보험공사_환율_20230718.csv
1984-06-10,1984,6,10,JPY,344.78,-0.61,-1.12,-2.22,한국무역보험공사_환율_20230718.csv
1984-06-11,1984,6,11,JPY,344.78,-0.61,-0.79,-2.45,한국무역보험공사_환율_20230718.csv
1984-06-12,1984,6,12,JPY,344.3,-0.8,-0.93,-2.99,한국무역보험공사_환율_20230718.csv
1984-06-13,1984,6,13,JPY,344.07,-0.86,-1.0,-2.34,한국무역보험공사_환율_20230718.csv
1984-06-14,1984,6,14,JPY,344.35,-0.19,-0.59,-2.58,한국무역보험공사_환율_20230718.csv
1984-06-15,1984,6,15,JPY,344.12,-0.23,-0.69,-1.84,한국무역보험공사_환율_20230718.csv
1984-06-16,1984,6,16,JPY,343.0,-0.52,-0.76,28.37,한국무역보험공사_환율_20230718.csv
1984-06-17,1984,6,17,JPY,343.0,-0.52,-0.15,28.37,한국무역보험공사_환율_20230718.csv
1984-06-18,1984,6,18,JPY,343.0,-0.52,-0.17,-2.43,한국무역보험공사_환율_20230718.csv
1984-06-19,1984,6,19,JPY,342.82,-0.43,-0.23,-2.34,한국무역보험공사_환율_20230718.csv
1984-06-20,1984,6,20,JPY,343.61,-0.13,0.0,-2.29,한국무역보험공사_환율_20230718.csv
1984-06-21,1984,6,21,JPY,342.5,-0.54,-0.06,-2.27,한국무역보험공사_환율_20230718.csv
1984-06-22,1984,6,22,JPY,342.19,-0.56,-0.39,-2.78,한국무역보험공사_환율_20230718.csv
1984-06-23,1984,6,23,JPY,339.85,-0.92,-1.17,-3.44,한국무역보험공사_환율_20230718.csv
1984-06-24,1984,6,24,JPY,339.85,-0.92,-1.98,-3.44,한국무역보험공사_환율_20230718.csv
1984-06-25,1984,6,25,JPY,339.85,-0.92,-1.31,-3.7,한국무역보험공사_환율_20230718.csv
1984-06-26,1984,6,26,JPY,337.8,-1.46,-1.9,-4.07,한국무역보험공사_환율_20230718.csv
1984-06-27,1984,6,27,JPY,339.67,-1.15,-1.36,-4.03,한국무역보험공사_환율_20230718.csv
1984-06-28,1984,6,28,JPY,337.95,-1.33,-1.86,-4.22,한국무역보험공사_환율_20230718.csv
1984-06-29,1984,6,29,JPY,339.3,-0.84,-1.38,-3.82,한국무역보험공사_환율_20230718.csv
1984-06-30,1984,6,30,JPY,338.56,-0.38,-1.89,-4.03,한국무역보험공사_환율_20230718.csv
1984-07-01,1984,7,1,JPY,338.56,-0.38,-1.87,-4.03,한국무역보험공사_환율_20230718.csv
1984-07-02,1984,7,2,JPY,338.56,-0.38,-2.4,-3.73,한국무역보험공사_환율_20230718.csv
1984-07-03,1984,7,3,JPY,336.93,-0.26,-2.87,-4.45,한국무역보험공사_환율_20230718.csv
1984-07-04,1984,7,4,JPY,335.94,-1.1,-3.16,-4.73,한국무역보험공사_환율_20230718.csv
1984-07-05,1984,7,5,JPY,334.93,-0.89,-3.5,-4.72,한국무역보험공사_환율_20230718.csv
1984-07-06,1984,7,6,JPY,335.14,-1.23,-3.43,-4.96,한국무역보험공사_환율_20230718.csv
1984-07-07,1984,7,7,JPY,334.39,-1.23,-3.08,-5.18,한국무역보험공사_환율_20230718.csv
1984-07-08,1984,7,8,JPY,334.39,-1.23,-3.05,-5.18,한국무역보험공사_환율_20230718.csv
1984-07-09,1984,7,9,JPY,334.39,-1.23,-3.01,-5.01,한국무역보험공사_환율_20230718.csv
1984-07-10,1984,7,10,JPY,335.22,-0.51,-2.77,-4.89,한국무역보험공사_환율_20230718.csv
1984-07-11,1984,7,11,JPY,333.54,-0.71,-3.26,-6.17,한국무역보험공사_환율_20230718.csv
1984-07-12,1984,7,12,JPY,333.41,-0.45,-3.16,-5.78,한국무역보험공사_환율_20230718.csv
1984-07-13,1984,7,13,JPY,333.76,-0.41,-3.0,-5.28,한국무역보험공사_환율_20230718.csv
1984-07-14,1984,7,14,JPY,334.8,0.12,-2.77,-4.99,한국무역보험공사_환율_20230718.csv
1984-07-15,1984,7,15,JPY,334.8,0.12,-2.71,-4.99,한국무역보험공사_환율_20230718.csv
1984-07-16,1984,7,16,JPY,334.8,0.12,-2.39,-5.06,한국무역보험공사_환율_20230718.csv
1984-07-17,1984,7,17,JPY,334.8,-0.13,-2.39,-5.3,한국무역보험공사_환율_20230718.csv
1984-07-18,1984,7,18,JPY,333.24,-0.09,-2.85,-5.76,한국무역보험공사_환율_20230718.csv
1984-07-19,1984,7,19,JPY,332.35,-0.32,-3.05,-5.84,한국무역보험공사_환율_20230718.csv
1984-07-20,1984,7,20,JPY,333.04,-0.22,-3.08,-5.8,한국무역보험공사_환율_20230718.csv
1984-07-21,1984,7,21,JPY,330.46,-1.3,-3.52,-6.53,한국무역보험공사_환율_20230718.csv
1984-07-22,1984,7,22,JPY,330.46,-1.3,-3.43,-6.53,한국무역보험공사_환율_20230718.csv
1984-07-23,1984,7,23,JPY,330.46,-1.3,-2.76,-6.6,한국무역보험공사_환율_20230718.csv
1984-07-24,1984,7,24,JPY,328.52,-1.88,-3.33,-6.79,한국무역보험공사_환율_20230718.csv
1984-07-25,1984,7,25,JPY,330.1,-0.94,-2.87,-6.55,한국무역보험공사_환율_20230718.csv
1984-07-26,1984,7,26,JPY,332.19,-0.05,-1.66,-5.89,한국무역보험공사_환율_20230718.csv
1984-07-27,1984,7,27,JPY,331.04,-0.6,-2.54,-5.85,한국무역보험공사_환율_20230718.csv
1984-07-28,1984,7,28,JPY,328.01,-0.74,-2.94,-6.71,한국무역보험공사_환율_20230718.csv
1984-07-29,1984,7,29,JPY,328.01,-0.74,-3.33,-6.71,한국무역보험공사_환율_20230718.csv
1984-07-30,1984,7,30,JPY,328.01,-0.74,-3.12,-6.93,한국무역보험공사_환율_20230718.csv
1984-07-31,1984,7,31,JPY,330.24,0.52,-2.46,-6.14,한국무역보험공사_환율_20230718.csv
1984-08-01,1984,8,1,JPY,328.88,-0.37,-2.86,-6.62,한국무역보험공사_환율_20230718.csv
1984-08-02,1984,8,2,JPY,332.94,0.23,-1.18,-5.73,한국무역보험공사_환율_20230718.csv
1984-08-03,1984,8,3,JPY,332.94,0.57,-0.89,-5.73,한국무역보험공사_환율_20230718.csv
1984-08-04,1984,8,4,JPY,335.61,2.32,0.2,-4.97,한국무역보험공사_환율_20230718.csv
1984-08-05,1984,8,5,JPY,335.61,2.32,0.14,-4.51,한국무역보험공사_환율_20230718.csv
1984-08-06,1984,8,6,JPY,335.61,2.32,0.36,-4.51,한국무역보험공사_환율_20230718.csv
1984-08-07,1984,8,7,JPY,333.63,1.03,-0.23,-4.46,한국무역보험공사_환율_20230718.csv
1984-08-08,1984,8,8,JPY,331.31,0.74,-0.92,-4.85,한국무역보험공사_환율_20230718.csv
1984-08-09,1984,8,9,JPY,332.77,-0.05,-0.73,-4.57,한국무역보험공사_환율_20230718.csv
1984-08-10,1984,8,10,JPY,334.8,0.56,0.38,-3.66,한국무역보험공사_환율_20230718.csv
1984-08-11,1984,8,11,JPY,331.98,-1.08,-0.43,-4.47,한국무역보험공사_환율_20230718.csv
1984-08-12,1984,8,12,JPY,331.98,-1.08,-0.53,-4.47,한국무역보험공사_환율_20230718.csv
1984-08-13,1984,8,13,JPY,331.98,-1.08,-0.84,-4.16,한국무역보험공사_환율_20230718.csv
1984-08-14,1984,8,14,JPY,334.07,0.13,-0.22,-3.59,한국무역보험공사_환율_20230718.csv
1984-08-15,1984,8,15,JPY,336.05,1.43,0.37,-2.77,한국무역보험공사_환율_20230718.csv
1984-08-16,1984,8,16,JPY,336.05,0.99,0.37,-2.17,한국무역보험공사_환율_20230718.csv
1984-08-17,1984,8,17,JPY,334.78,-0.01,0.46,-2.57,한국무역보험공사_환율_20230718.csv
1984-08-18,1984,8,18,JPY,335.22,0.98,0.86,-2.44,한국무역보험공사_환율_20230718.csv
1984-08-19,1984,8,19,JPY,335.22,0.98,0.65,-2.44,한국무역보험공사_환율_20230718.csv
1984-08-20,1984,8,20,JPY,335.22,0.98,1.44,-2.19,한국무역보험공사_환율_20230718.csv
1984-08-21,1984,8,21,JPY,334.9,0.25,1.34,-2.51,한국무역보험공사_환율_20230718.csv
1984-08-22,1984,8,22,JPY,333.79,-0.67,1.01,-2.93,한국무역보험공사_환율_20230718.csv
1984-08-23,1984,8,23,JPY,335.0,-0.31,1.97,-3.38,한국무역보험공사_환율_20230718.csv
1984-08-24,1984,8,24,JPY,335.47,0.21,1.63,-2.58,한국무역보험공사_환율_20230718.csv
1984-08-25,1984,8,25,JPY,335.66,0.13,1.04,-2.52,한국무역보험공사_환율_20230718.csv
1984-08-26,1984,8,26,JPY,335.66,0.13,1.4,-2.52,한국무역보험공사_환율_20230718.csv
1984-08-27,1984,8,27,JPY,335.66,0.13,2.33,-2.52,한국무역보험공사_환율_20230718.csv
1984-08-28,1984,8,28,JPY,334.54,-0.11,1.99,-2.76,한국무역보험공사_환율_20230718.csv
1984-08-29,1984,8,29,JPY,335.15,0.41,2.18,-2.87,한국무역보험공사_환율_20230718.csv
1984-08-30,1984,8,30,JPY,335.15,0.04,1.49,-2.86,한국무역보험공사_환율_20230718.csv
1984-08-31,1984,8,31,JPY,335.22,-0.07,1.93,-3.36,한국무역보험공사_환율_20230718.csv
1984-09-01,1984,9,1,JPY,334.45,-0.36,0.45,-3.59,한국무역보험공사_환율_20230718.csv
1984-09-02,1984,9,2,JPY,334.45,-0.36,0.45,-3.59,한국무역보험공사_환율_20230718.csv
1984-09-03,1984,9,3,JPY,334.45,-0.36,-0.35,-3.63,한국무역보험공사_환율_20230718.csv
1984-09-04,1984,9,4,JPY,333.77,-0.23,-0.55,-3.83,한국무역보험공사_환율_20230718.csv
1984-09-05,1984,9,5,JPY,331.89,-0.97,-1.11,-3.81,한국무역보험공사_환율_20230718.csv
1984-09-06,1984,9,6,JPY,331.49,-1.09,-0.64,-3.89,한국무역보험공사_환율_20230718.csv
1984-09-07,1984,9,7,JPY,332.25,-0.89,0.28,-3.63,한국무역보험공사_환율_20230718.csv
1984-09-08,1984,9,8,JPY,330.4,-1.21,-0.71,-4.17,한국무역보험공사_환율_20230718.csv
1984-09-09,1984,9,9,JPY,330.4,-1.21,-1.31,-4.17,한국무역보험공사_환율_20230718.csv
1984-09-10,1984,9,10,JPY,330.4,-1.21,-0.48,-4.04,한국무역보험공사_환율_20230718.csv
1984-09-11,1984,9,11,JPY,330.09,-1.1,-0.57,-4.06,한국무역보험공사_환율_20230718.csv
1984-09-12,1984,9,12,JPY,331.94,0.02,-0.01,-3.6,한국무역보험공사_환율_20230718.csv
1984-09-13,1984,9,13,JPY,331.34,-0.05,-0.82,-3.71,한국무역보험공사_환율_20230718.csv
1984-09-14,1984,9,14,JPY,331.75,-0.15,-1.28,-3.28,한국무역보험공사_환율_20230718.csv
1984-09-15,1984,9,15,JPY,331.07,0.2,-1.48,-3.48,한국무역보험공사_환율_20230718.csv
1984-09-16,1984,9,16,JPY,331.07,0.2,-1.11,-3.48,한국무역보험공사_환율_20230718.csv
1984-09-17,1984,9,17,JPY,331.07,0.2,-1.24,-3.43,한국무역보험공사_환율_20230718.csv
1984-09-18,1984,9,18,JPY,328.86,-0.37,-1.9,-4.29,한국무역보험공사_환율_20230718.csv
1984-09-19,1984,9,19,JPY,332.75,0.24,-0.74,-2.85,한국무역보험공사_환율_20230718.csv
1984-09-20,1984,9,20,JPY,331.63,0.09,-0.98,-3.09,한국무역보험공사_환율_20230718.csv
1984-09-21,1984,9,21,JPY,329.42,-0.7,-1.31,-3.07,한국무역보험공사_환율_20230718.csv
1984-09-22,1984,9,22,JPY,334.07,0.91,-0.28,-1.7,한국무역보험공사_환율_20230718.csv
1984-09-23,1984,9,23,JPY,334.07,0.91,-0.42,-1.7,한국무역보험공사_환율_20230718.csv
1984-09-24,1984,9,24,JPY,334.07,0.91,-0.47,-1.1,한국무역보험공사_환율_20230718.csv
1984-09-25,1984,9,25,JPY,333.39,1.38,-0.68,-1.85,한국무역보험공사_환율_20230718.csv
1984-09-26,1984,9,26,JPY,331.09,-0.5,-1.36,-2.03,한국무역보험공사_환율_20230718.csv
1984-09-27,1984,9,27,JPY,332.07,0.13,-0.74,-2.13,한국무역보험공사_환율_20230718.csv
